service_name,logistic_name,province_name,city_name,package_finalweight_value,rates_shipment_value,rates_insurance_value,surchargefee,delivery_sla_binary
Hauler,Momentum,Banten,"Tangerang, Kota",23.0,89600.0,0.0,0.0,1
Hauler,Momentum,DKI Jakarta,Jakarta Utara,45.0,151700.0,0.0,0.0,0
Bike,Momentum,DKI Jakarta,Jakarta Barat,2.0,100500.0,0.0,3000.0,1
Hauler,Momentum,DKI Jakarta,Jakarta Utara,63.0,151700.0,0.0,0.0,0
Urgent,Vortex,Jawa Barat,Depok,1.0,21000.0,0.0,0.0,1
Flash,Vortex,Jawa Barat,"Bekasi, Kota",18.0,17500.0,0.0,0.0,0
Urgent,Vortex,DKI Jakarta,Jakarta Selatan,1.0,18500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Selatan,1.0,18500.0,0.0,0.0,1
Urgent,Vortex,Jawa Barat,Depok,1.0,25500.0,0.0,0.0,1
Urgent,Vortex,Banten,"Tangerang, Kota",1.0,23000.0,0.0,0.0,1
Flash,Vortex,DKI Jakarta,Jakarta Barat,1.0,17500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Utara,1.0,18500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Timur,1.0,18500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Pusat,1.0,18500.0,0.0,0.0,1
Flash,Vortex,DKI Jakarta,Jakarta Utara,1.0,32500.0,0.0,0.0,1
Urgent,Vortex,Banten,"Tangerang, Kota",1.0,22000.0,0.0,0.0,1
Urgent,Vortex,Banten,"Tangerang, Kota",1.0,36000.0,0.0,0.0,1
Flash,Vortex,Jawa Barat,"Bekasi, Kota",1.0,17500.0,0.0,0.0,0
Urgent,Vortex,Jawa Barat,"Bekasi, Kota",1.0,13000.0,0.0,0.0,0
Urgent,Vortex,DKI Jakarta,Jakarta Selatan,1.0,18500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Timur,1.0,25500.0,0.0,0.0,1
Flash,Vortex,DKI Jakarta,Jakarta Barat,1.0,18500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Timur,1.0,20000.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Timur,1.0,18500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Utara,1.0,18500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Selatan,2.0,18500.0,0.0,0.0,0
Urgent,Vortex,DKI Jakarta,Jakarta Timur,1.0,22000.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Timur,1.0,33500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Barat,1.0,18500.0,0.0,0.0,1
Urgent,Vortex,Jawa Barat,Depok,1.0,38000.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Pusat,1.0,18500.0,0.0,0.0,1
Urgent,Vortex,Banten,"Tangerang, Kota",1.0,26500.0,0.0,0.0,1
Urgent,Vortex,Banten,Tangerang Selatan,1.0,21000.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Barat,1.0,18500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Pusat,1.0,18500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Barat,1.0,13000.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Timur,1.0,18500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Utara,1.0,18500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Pusat,1.0,18500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Selatan,1.0,18500.0,0.0,0.0,1
Flash,Vortex,DI Yogyakarta,Sleman,3.0,25500.0,0.0,0.0,1
Urgent,Vortex,Banten,Tangerang Selatan,1.0,18500.0,0.0,0.0,1
Urgent,Vortex,Banten,"Tangerang, Kab.",1.0,44000.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Selatan,1.0,26500.0,0.0,0.0,1
Flash,Vortex,Jawa Timur,"Malang, Kab.",2.0,11500.0,0.0,0.0,0
Urgent,Vortex,Banten,"Tangerang, Kab.",1.0,40500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Pusat,1.0,18500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Utara,1.0,18500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Pusat,1.0,18500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Timur,1.0,18500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Selatan,1.0,18500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Pusat,1.0,18500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Selatan,1.0,18500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Selatan,1.0,18500.0,0.0,0.0,0
Urgent,Vortex,DKI Jakarta,Jakarta Timur,1.0,23000.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Selatan,1.0,18500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Barat,1.0,18500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Pusat,1.0,18500.0,0.0,0.0,1
Flash,Vortex,DKI Jakarta,Jakarta Selatan,1.0,30000.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Selatan,1.0,26500.0,0.0,0.0,1
Urgent,Vortex,Jawa Barat,"Bekasi, Kota",1.0,40500.0,0.0,0.0,1
Flash,Vortex,DKI Jakarta,Jakarta Barat,1.0,22000.0,0.0,0.0,1
Urgent,Vortex,Banten,Tangerang Selatan,1.0,18500.0,0.0,0.0,1
Urgent,Vortex,Banten,"Tangerang, Kab.",1.0,39500.0,0.0,0.0,1
Urgent,Vortex,Jawa Barat,"Bekasi, Kota",1.0,26500.0,0.0,0.0,1
Urgent,Vortex,Jawa Barat,Depok,1.0,45000.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Selatan,1.0,18500.0,0.0,0.0,1
Urgent,Vortex,Banten,Tangerang Selatan,1.0,18500.0,0.0,0.0,1
Urgent,Vortex,Banten,Tangerang Selatan,1.0,18500.0,0.0,0.0,1
Flash,Vortex,Banten,"Tangerang, Kota",1.0,39500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Selatan,1.0,18500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Utara,1.0,18500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Pusat,1.0,18500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Selatan,1.0,18500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Selatan,1.0,18500.0,0.0,0.0,1
Urgent,Vortex,Jawa Barat,"Bekasi, Kota",1.0,18500.0,0.0,0.0,1
Flash,Vortex,DKI Jakarta,Jakarta Selatan,1.0,18500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Selatan,1.0,18500.0,0.0,0.0,1
Urgent,Vortex,Jawa Barat,"Bekasi, Kota",1.0,43000.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Barat,1.0,18500.0,0.0,0.0,1
Flash,Vortex,DKI Jakarta,Jakarta Pusat,1.0,20000.0,0.0,0.0,0
Urgent,Vortex,DKI Jakarta,Jakarta Timur,1.0,25500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Selatan,1.0,18500.0,0.0,0.0,1
Urgent,Vortex,Banten,"Tangerang, Kota",1.0,18500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Barat,1.0,18500.0,0.0,0.0,1
Urgent,Vortex,Banten,"Tangerang, Kota",1.0,29000.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Barat,1.0,18500.0,0.0,0.0,1
Flash,Vortex,DKI Jakarta,Jakarta Selatan,1.0,26500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Selatan,1.0,18500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Barat,1.0,18500.0,0.0,0.0,1
Flash,Vortex,Banten,Tangerang Selatan,1.0,64500.0,0.0,0.0,1
Urgent,Vortex,Jawa Barat,"Bekasi, Kota",1.0,45000.0,0.0,0.0,1
Flash,Vortex,Banten,"Tangerang, Kota",1.0,17500.0,0.0,0.0,0
Flash,Vortex,Jawa Barat,"Bekasi, Kota",1.0,17500.0,0.0,0.0,0
Urgent,Vortex,Jawa Barat,Depok,1.0,40500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Pusat,1.0,18500.0,0.0,0.0,1
Urgent,Vortex,Banten,"Tangerang, Kota",1.0,18500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Selatan,1.0,18500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Utara,1.0,20000.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Selatan,1.0,18500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Utara,1.0,22000.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Utara,1.0,18500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Timur,1.0,26500.0,0.0,0.0,1
Urgent,Vortex,DKI Jakarta,Jakarta Selatan,1.0,18500.0,0.0,0.0,1
General,Apex,Jawa Barat,Depok,1.0,10000.0,2915.0,0.0,1
General,Apex,Jawa Barat,"Bekasi, Kab.",1.0,10000.0,0.0,0.0,1
General,Apex,DKI Jakarta,Jakarta Selatan,1.0,9000.0,0.0,0.0,1
General,Apex,Sulawesi Selatan,Makassar,1.0,48000.0,4559.0,0.0,1
General,Apex,Jawa Tengah,"Semarang, Kota",1.0,18000.0,2690.0,0.0,1
General,Apex,Jawa Barat,"Bekasi, Kota",1.0,10000.0,0.0,0.0,1
General,Apex,Jawa Barat,"Bandung, Kab.",1.0,12000.0,3578.0,0.0,1
General,Apex,Jawa Barat,"Bekasi, Kab.",1.0,10000.0,3266.0,0.0,1
General,Apex,Jawa Timur,Surabaya,1.0,19000.0,3224.0,0.0,1
General,Apex,DKI Jakarta,Jakarta Selatan,1.0,9000.0,3202.0,0.0,1
General,Apex,Jawa Timur,Sidoarjo,1.0,19000.0,3152.0,0.0,1
General,Apex,Banten,"Serang, Kab.",1.0,11000.0,2684.0,0.0,1
General,Apex,Banten,Tangerang Selatan,1.0,10000.0,2654.0,0.0,1
General,Apex,Banten,Tangerang Selatan,1.0,10000.0,2327.0,0.0,1
General,Apex,Banten,Tangerang Selatan,1.0,10000.0,3500.0,0.0,1
General,Apex,Bali,Badung,1.0,29000.0,2759.0,0.0,1
General,Apex,Bali,Gianyar,1.0,38000.0,2714.0,0.0,1
General,Apex,Jawa Barat,"Bogor, Kab.",1.0,10000.0,2537.0,0.0,1
General,Apex,Riau,Dumai,1.0,49540.0,0.0,0.0,1
General,Apex,Sulawesi Selatan,Sidenreng Rappang/Rapang,2.0,28000.0,2350.0,0.0,0
General,Apex,DKI Jakarta,Jakarta Timur,1.0,9000.0,2690.0,0.0,1
General,Apex,Bali,Denpasar,1.0,29000.0,2450.0,0.0,1
General,Apex,Kepulauan Riau,Batam,1.0,38000.0,2552.0,0.0,1
General,Apex,Jawa Barat,"Cirebon, Kab.",1.0,15000.0,2861.0,0.0,1
General,Apex,DKI Jakarta,Jakarta Timur,1.0,9000.0,2702.0,0.0,1
General,Apex,Kepulauan Riau,Tanjung Pinang,1.0,49000.0,0.0,0.0,1
General,Apex,Jawa Barat,"Bekasi, Kab.",1.0,10000.0,0.0,0.0,1
General,Apex,Jawa Barat,"Bekasi, Kab.",1.0,10000.0,0.0,0.0,1
General,Apex,Jawa Barat,"Bekasi, Kab.",1.0,10000.0,0.0,0.0,1
General,Apex,Jawa Barat,"Bandung, Kota",1.0,12000.0,0.0,0.0,1
General,Apex,Jawa Tengah,"Semarang, Kota",1.0,18000.0,0.0,0.0,1
General,Apex,Jawa Barat,Karawang,1.0,11000.0,3656.0,0.0,1
General,Apex,DKI Jakarta,Jakarta Barat,1.0,9000.0,2357.0,0.0,1
General,Apex,DKI Jakarta,Jakarta Selatan,1.0,9000.0,2789.0,0.0,1
General,Apex,Jawa Barat,"Bekasi, Kota",1.0,10000.0,3563.0,0.0,1
General,Apex,Jawa Tengah,Banyumas,1.0,18000.0,0.0,0.0,1
General,Apex,Kalimantan Barat,"Pontianak, Kota",1.0,40000.0,0.0,0.0,1
General,Apex,Banten,Tangerang Selatan,1.0,10000.0,3347.0,0.0,1
General,Apex,Bali,Gianyar,1.0,38000.0,4124.0,0.0,1
General,Apex,Riau,Pekanbaru,1.0,38000.0,2687.0,0.0,1
General,Apex,Sulawesi Utara,Bolaang Mongondow Timur,1.0,133000.0,52997.0,0.0,0
General,Apex,Jawa Tengah,"Magelang, Kab.",1.0,20000.0,3509.0,0.0,1
General,Apex,Bali,Badung,1.0,29000.0,3878.0,0.0,1
General,Apex,Banten,"Tangerang, Kab.",1.0,10000.0,2327.0,0.0,1
General,Apex,Banten,"Serang, Kab.",1.0,11000.0,3638.0,0.0,1
General,Apex,DKI Jakarta,Jakarta Utara,1.0,9000.0,2687.0,0.0,1
General,Apex,Sumatera Selatan,Palembang,1.0,21000.0,2690.0,0.0,1
General,Apex,Maluku Utara,Ternate,1.0,84000.0,0.0,0.0,1
General,Apex,Kalimantan Timur,Balikpapan,1.0,55000.0,3650.0,0.0,1
General,Apex,Jawa Barat,Depok,1.0,10000.0,0.0,0.0,1
General,Apex,DKI Jakarta,Jakarta Barat,1.0,9000.0,0.0,0.0,1
General,Apex,DI Yogyakarta,Kulon Progo,1.0,28000.0,0.0,0.0,1
General,Apex,Jawa Barat,Depok,1.0,10000.0,2285.0,0.0,1
General,Apex,Jawa Barat,Bandung Barat,1.0,12000.0,3293.0,0.0,1
General,Apex,Kepulauan Riau,Tanjung Pinang,1.0,49000.0,0.0,0.0,1
General,Apex,Sumatera Utara,Simalungun,1.0,59000.0,0.0,0.0,1
General,Apex,Jawa Barat,"Bandung, Kab.",1.0,12000.0,3014.0,0.0,1
General,Apex,DKI Jakarta,Jakarta Selatan,1.0,9000.0,2714.0,0.0,1
General,Apex,Jawa Barat,"Bandung, Kota",1.0,12000.0,0.0,0.0,1
General,Apex,Kalimantan Timur,Balikpapan,1.0,55000.0,2537.0,0.0,1
General,Apex,Jawa Barat,"Bogor, Kab.",1.0,10000.0,3509.0,0.0,1
General,Apex,Jawa Barat,Purwakarta,1.0,12000.0,0.0,0.0,1
General,Apex,Jawa Barat,"Bandung, Kab.",1.0,12000.0,2965.0,0.0,1
General,Apex,DKI Jakarta,Jakarta Timur,1.0,9000.0,0.0,0.0,1
General,Apex,Banten,"Tangerang, Kab.",1.0,10000.0,3101.0,0.0,1
General,Apex,DKI Jakarta,Jakarta Selatan,1.0,9000.0,3083.0,0.0,1
General,Apex,Jawa Timur,Surabaya,1.0,19000.0,0.0,0.0,1
General,Apex,Jawa Barat,"Bandung, Kota",1.0,12000.0,0.0,0.0,1
General,Apex,Banten,"Tangerang, Kab.",1.0,10000.0,3329.0,0.0,1
General,Apex,Jawa Timur,"Madiun, Kab.",1.0,23000.0,3275.0,0.0,1
General,Apex,Banten,Tangerang Selatan,1.0,10000.0,0.0,0.0,1
General,Apex,Kalimantan Tengah,Palangka Raya,1.0,46000.0,3122.0,0.0,1
General,Apex,Jawa Timur,Sidoarjo,1.0,19000.0,0.0,0.0,1
General,Apex,Kalimantan Selatan,Banjarbaru,1.0,57000.0,2840.0,0.0,1
General,Apex,Banten,Tangerang Selatan,1.0,10000.0,0.0,0.0,1
General,Apex,Nusa Tenggara Barat,Lombok Timur,1.0,47000.0,2714.0,0.0,1
General,Apex,Jawa Barat,"Bekasi, Kab.",1.0,10000.0,0.0,0.0,1
General,Apex,DKI Jakarta,Jakarta Selatan,1.0,9000.0,3572.0,0.0,1
General,Apex,Jawa Tengah,"Semarang, Kota",1.0,18000.0,3080.0,0.0,1
General,Apex,Banten,"Tangerang, Kab.",1.0,9099.0,0.0,0.0,1
General,Apex,DKI Jakarta,Jakarta Pusat,1.0,9000.0,3608.0,0.0,1
General,Apex,Jawa Barat,"Bekasi, Kab.",1.0,10000.0,0.0,0.0,1
General,Apex,DKI Jakarta,Jakarta Timur,1.0,9000.0,3689.0,0.0,1
General,Apex,DKI Jakarta,Jakarta Barat,1.0,9000.0,2447.0,0.0,1
General,Apex,Sumatera Utara,Medan,1.0,39000.0,2867.0,0.0,1
General,Apex,Jawa Tengah,Banyumas,1.0,19000.0,2423.0,0.0,1
General,Apex,Kalimantan Tengah,Palangka Raya,1.0,46000.0,3803.0,0.0,1
General,Apex,DKI Jakarta,Jakarta Pusat,1.0,9000.0,0.0,0.0,1
General,Apex,Papua,"Jayapura, Kota",1.0,117000.0,5549.0,0.0,1
General,Apex,Banten,"Tangerang, Kab.",1.0,10000.0,0.0,0.0,1
General,Apex,Kalimantan Timur,Samarinda,1.0,61000.0,3188.0,0.0,1
General,Apex,Jawa Barat,"Bekasi, Kab.",1.0,10000.0,3467.0,0.0,1
General,Apex,Jawa Barat,Majalengka,1.0,17000.0,0.0,0.0,1
General,Apex,DI Yogyakarta,Yogyakarta,1.0,18000.0,0.0,0.0,1
General,Apex,DKI Jakarta,Jakarta Barat,1.0,9000.0,0.0,0.0,1
General,Apex,DKI Jakarta,Jakarta Barat,1.0,9000.0,2357.0,0.0,1
General,Apex,Jawa Barat,Depok,1.0,10000.0,4061.0,0.0,1
General,Apex,DKI Jakarta,Jakarta Timur,1.0,9000.0,2327.0,0.0,1
General,Apex,Jawa Barat,"Bekasi, Kab.",1.0,10000.0,2630.0,0.0,1
General,Apex,DKI Jakarta,Jakarta Selatan,1.0,9000.0,3350.0,0.0,1
Accelerate,Quantum,Sulawesi Utara,Manado,5.0,220000.0,7596.0,0.0,0
Accelerate,Quantum,DKI Jakarta,Jakarta Selatan,8.0,30000.0,12592.0,0.0,0
Accelerate,Quantum,DKI Jakarta,Jakarta Selatan,11.0,33000.0,6000.0,0.0,0
GeneralGround,Nexus,Jawa Barat,"Bekasi, Kota",48.0,154000.0,0.0,0.0,1
GeneralGround,Nexus,Jawa Barat,"Bogor, Kab.",14.0,37200.0,0.0,0.0,1
GeneralGround,Nexus,DKI Jakarta,Jakarta Barat,5.0,20000.0,0.0,0.0,0
GeneralGround,Nexus,Jawa Timur,Surabaya,45.0,129500.0,0.0,0.0,1
GeneralGround,Nexus,DKI Jakarta,Jakarta Barat,5.0,20000.0,0.0,0.0,0
GeneralGround,Nexus,Sulawesi Tengah,Poso,10.0,200000.0,0.0,0.0,1
GeneralGround,Nexus,DKI Jakarta,Jakarta Barat,5.0,20000.0,0.0,0.0,0
GeneralGround,Nexus,DKI Jakarta,Jakarta Pusat,57.0,209000.0,0.0,0.0,0
GeneralGround,Nexus,DKI Jakarta,Jakarta Barat,5.0,20000.0,0.0,0.0,0
GeneralGround,Nexus,Jawa Timur,Surabaya,43.0,124100.0,0.0,0.0,1
GeneralGround,Nexus,Sulawesi Utara,Manado,64.0,704000.0,0.0,0.0,1
GeneralGround,Nexus,DKI Jakarta,Jakarta Pusat,5.0,20000.0,0.0,0.0,0
GeneralGround,Nexus,Jawa Timur,Surabaya,54.0,153800.0,0.0,0.0,1
GeneralGround,Nexus,DKI Jakarta,Jakarta Barat,5.0,20000.0,0.0,0.0,0
GeneralGround,Nexus,Jawa Timur,Surabaya,32.0,94400.0,0.0,0.0,1
GeneralGround,Nexus,DKI Jakarta,Jakarta Barat,5.0,20000.0,0.0,0.0,0
TechGround,Nexus,DKI Jakarta,Jakarta Barat,350.0,1400000.0,0.0,0.0,0
GeneralGround,Nexus,Jawa Timur,Surabaya,77.0,215900.0,0.0,0.0,1
GeneralGround,Nexus,DKI Jakarta,Jakarta Pusat,5.0,20000.0,0.0,0.0,0
TechGround,Nexus,DKI Jakarta,Jakarta Selatan,10.0,40000.0,0.0,0.0,0
GeneralGround,Nexus,Bali,Badung,13.0,39000.0,5000.0,0.0,0
GeneralGround,Nexus,DKI Jakarta,Jakarta Barat,5.0,20000.0,0.0,0.0,0
GeneralGround,Nexus,Sulawesi Utara,Manado,82.0,902000.0,0.0,0.0,1
GeneralGround,Nexus,Jawa Tengah,Banjarnegara,45.0,133000.0,0.0,0.0,0
GeneralGround,Nexus,Jawa Timur,"Kediri, Kab.",5.0,25000.0,0.0,0.0,1
GeneralGround,Nexus,Jawa Barat,"Bandung, Kota",11.0,32200.0,0.0,0.0,1
GeneralGround,Nexus,DKI Jakarta,Jakarta Barat,5.0,20000.0,0.0,0.0,0
GeneralGround,Nexus,DKI Jakarta,Jakarta Pusat,205.0,645150.0,0.0,0.0,0
GeneralGround,Nexus,Jawa Barat,"Bogor, Kota",105.0,350000.0,0.0,0.0,0
GeneralGround,Nexus,DKI Jakarta,Jakarta Barat,12.0,33600.0,0.0,0.0,0
TechGround,Nexus,DKI Jakarta,Jakarta Pusat,182.0,728000.0,0.0,0.0,0
GeneralGround,Nexus,Bali,Denpasar,5.0,35000.0,5000.0,0.0,0
GeneralGround,Nexus,Jawa Barat,"Bogor, Kab.",13.0,35400.0,0.0,0.0,1
GeneralGround,Nexus,DKI Jakarta,Jakarta Timur,20.0,70000.0,0.0,0.0,0
GeneralGround,Nexus,DKI Jakarta,Jakarta Barat,12.0,33600.0,0.0,0.0,0
GeneralGround,Nexus,DKI Jakarta,Jakarta Pusat,5.0,20000.0,0.0,0.0,0
Logistics,Spectra,Sumatera Selatan,Palembang,6.0,40000.0,0.0,0.0,0
Logistics,Spectra,Banten,Lebak,114.0,393300.0,2500.0,0.0,0
Logistics,Spectra,Jawa Barat,"Sukabumi, Kab.",12.0,36000.0,2500.0,0.0,0
Logistics,Spectra,Jawa Barat,Cianjur,43.0,172000.0,4068.0,0.0,0
Logistics,Spectra,Banten,Lebak,114.0,393300.0,2500.0,0.0,0
Logistics,Spectra,Banten,"Tangerang, Kab.",9.0,25000.0,0.0,0.0,0
Logistics,Spectra,Sumatera Selatan,Palembang,6.0,40000.0,0.0,0.0,0
Logistics,Spectra,Jawa Barat,"Sukabumi, Kab.",114.0,342000.0,2966.0,0.0,0
Logistics,Spectra,Jawa Timur,Surabaya,22.0,110000.0,0.0,0.0,0
Logistics,Spectra,Banten,Lebak,114.0,393300.0,2500.0,0.0,0
Logistics,Spectra,Lampung,Bandar Lampung,11.0,44000.0,2873.0,0.0,0
Logistics,Spectra,Jawa Barat,"Sukabumi, Kab.",64.0,192000.0,6356.0,0.0,0
Logistics,Spectra,Bali,Tabanan,114.0,707940.0,4375.0,0.0,0
Logistics,Spectra,Jawa Barat,"Bandung, Kota",1.0,30000.0,0.0,0.0,0
Logistics,Spectra,Jawa Barat,Cianjur,60.0,240000.0,5187.0,0.0,0
Logistics,Spectra,Banten,Lebak,12.0,48000.0,2500.0,0.0,0
Logistics,Spectra,Banten,Lebak,12.0,48000.0,2500.0,0.0,0
Logistics,Spectra,DKI Jakarta,Jakarta Selatan,18.0,45000.0,0.0,0.0,0
Logistics,Spectra,Jawa Barat,"Sukabumi, Kab.",269.0,1076000.0,6625.0,0.0,0
Logistics,Spectra,Jawa Barat,"Bandung, Kota",43.0,129000.0,0.0,0.0,0
Logistics,Spectra,Jawa Barat,"Sukabumi, Kab.",1.0,30000.0,6625.0,0.0,0
Logistics,Spectra,Banten,"Tangerang, Kab.",26.0,65000.0,0.0,0.0,0
Logistics,Spectra,Jawa Barat,"Sukabumi, Kab.",114.0,456000.0,2500.0,0.0,0
Logistics,Spectra,Banten,Lebak,12.0,48000.0,2500.0,0.0,0
Logistics,Spectra,Jawa Barat,"Bandung, Kota",47.0,141000.0,0.0,0.0,0
Standard,Veridian,DKI Jakarta,Jakarta Utara,1.0,10000.0,545.0,0.0,1
Standard,Veridian,Kalimantan Timur,Balikpapan,5.0,310000.0,2035.0,0.0,1
Standard,Veridian,Jawa Barat,Karawang,1.0,12000.0,0.0,0.0,1
Standard,Veridian,Banten,Tangerang Selatan,1.0,10000.0,1213.0,0.0,0
Standard,Veridian,Jawa Barat,Indramayu,1.0,18000.0,1223.0,0.0,1
Connect,Veridian,DKI Jakarta,Jakarta Utara,1.0,10000.0,868.0,0.0,1
Standard,Veridian,Bali,Denpasar,1.0,30000.0,868.0,0.0,1
Standard,Veridian,Sulawesi Tengah,Morowali,1.0,137000.0,868.0,0.0,1
Standard,Veridian,Sulawesi Utara,Manado,1.0,78000.0,0.0,0.0,1
Standard,Veridian,Jawa Tengah,Klaten,1.0,25000.0,0.0,0.0,1
Standard,Veridian,Bali,Denpasar,1.0,30000.0,868.0,0.0,1
Standard,Veridian,Banten,"Tangerang, Kab.",1.0,10000.0,0.0,0.0,0
Standard,Veridian,Jawa Tengah,"Semarang, Kota",1.0,19000.0,0.0,0.0,0
Connect,Veridian,DKI Jakarta,Jakarta Barat,1.0,10000.0,0.0,0.0,1
Standard,Veridian,Jawa Barat,Depok,1.0,10000.0,0.0,0.0,1
Standard,Veridian,DKI Jakarta,Jakarta Barat,1.0,13000.0,0.0,0.0,1
Freight,Veridian,Jawa Barat,"Bekasi, Kab.",37.0,148000.0,5720.0,0.0,1
Connect,Veridian,Jawa Tengah,Surakarta (Solo),1.0,6000.0,413.0,0.0,1
Freight,Veridian,Jawa Barat,"Bekasi, Kota",34.0,136000.0,3838.0,0.0,1
Standard,Veridian,Jawa Barat,"Sukabumi, Kota",1.0,12000.0,573.0,0.0,1
Standard,Veridian,Banten,"Tangerang, Kota",1.0,10000.0,0.0,0.0,1
Standard,Veridian,Jawa Barat,"Bekasi, Kota",1.0,10000.0,0.0,0.0,0
Standard,Veridian,Bengkulu,Bengkulu Utara,2.0,102000.0,6250.0,0.0,1
Standard,Veridian,Kalimantan Timur,Kutai Timur,1.0,125000.0,1873.0,0.0,1
Standard,Veridian,Riau,Rokan Hilir,1.0,62000.0,1873.0,0.0,1
Standard,Veridian,Banten,Tangerang Selatan,1.0,10000.0,12035.0,0.0,1
Standard,Veridian,Banten,"Tangerang, Kab.",1.0,10000.0,0.0,0.0,1
Connect,Veridian,DKI Jakarta,Jakarta Selatan,1.0,10000.0,0.0,0.0,1
Freight,Veridian,Jawa Tengah,"Magelang, Kab.",21.0,94500.0,2484.0,0.0,1
Freight,Veridian,Kalimantan Barat,"Pontianak, Kota",7.0,30000.0,848.0,0.0,1
Standard,Veridian,Jawa Timur,Gresik,1.0,8000.0,395.0,0.0,0
Freight,Veridian,Jawa Barat,"Bandung, Kota",26.0,117000.0,0.0,0.0,1
Connect,Veridian,DKI Jakarta,Jakarta Barat,1.0,10000.0,4615.0,0.0,1
Standard,Veridian,Jawa Tengah,Surakarta (Solo),1.0,16000.0,0.0,0.0,1
Standard,Veridian,Jawa Tengah,"Magelang, Kab.",1.0,12000.0,518.0,0.0,1
Standard,Veridian,Jawa Tengah,"Semarang, Kota",1.0,16000.0,565.0,0.0,1
Connect,Veridian,Bali,Denpasar,1.0,9000.0,1697.0,0.0,1
Standard,Veridian,DKI Jakarta,Jakarta Utara,2.0,20000.0,949.0,0.0,1
Connect,Veridian,Jawa Timur,Sidoarjo,1.0,8000.0,438.0,0.0,1
Connect,Veridian,DKI Jakarta,Jakarta Timur,1.0,10000.0,1105.0,0.0,1
Freight,Veridian,Sulawesi Utara,Manado,9.0,260000.0,4398.0,0.0,0
